0.000000,100.000000,20.000000,5.000000,0.000000,50.000000,EULER
x_i,y_i_aproximado,y_i_analitico,erro
5.0000000000000000,46.5312500000000000,46.5176994106264488,0.0135505893735512
10.0000000000000000,43.5617187499999972,43.5204555170429472,0.0412632329570499
15.0000000000000000,41.0181054687500009,40.9407037905443332,0.0774016782056677
20.0000000000000000,38.8379858398437534,38.7202909023506621,0.1176949374930913
25.0000000000000000,36.9681894409179748,36.8091638185253700,0.1590256223926048
30.0000000000000000,35.3634198910522528,35.1642414935149787,0.1991783975372741
35.0000000000000000,33.9850813586959859,33.7484437277788842,0.2366376309171017
40.0000000000000000,32.8002805223455454,32.5298552978050566,0.2704252245404888
45.0000000000000000,31.7809777088886243,31.4810065161472892,0.2999711927413351
50.0000000000000000,30.9032648725831223,30.5782540037107466,0.3250108688723756
55.0000000000000000,30.1467514252213604,29.8012477155188549,0.3455037097025055
60.0000000000000000,29.4940417736994362,29.1324722055396634,0.3615695681597728
65.0000000000000000,28.9302908402362036,28.5568517896628400,0.3734390505733636
70.0000000000000000,28.4428258968480812,28.0614107063245477,0.3814151905235335
75.0000000000000000,28.0208247937696271,27.6349806140466079,0.3858441797230192
80.0000000000000000,27.6550421475442860,27.2679488322353123,0.3870933153089737
85.0000000000000000,27.3375763177897362,26.9520416500288285,0.3855346677609077
90.0000000000000000,27.0616710755700893,26.6801378184937441,0.3815332570763452
95.0000000000000000,26.8215467792747262,26.4461080218709625,0.3754387574037636
100.0000000000000000,26.6122566500456585,26.2446767091966002,0.3675799408490583
Tempo=0.032747

0.000000,100.000000,20.000000,5.000000,0.000000,50.000000,RK2
x_i,y_i_aproximado,y_i_analitico,erro
5.0000000000000000,46.5101562500000014,46.5176994106264488,0.0075431606264473
10.0000000000000000,43.5061103515624978,43.5204555170429472,0.0143451654804494
15.0000000000000000,40.9203392004394502,40.9407037905443332,0.0203645901048830
20.0000000000000000,38.6946974220230047,38.7202909023506621,0.0255934803276574
25.0000000000000000,36.7791155439385022,36.8091638185253700,0.0300482745868678
30.0000000000000000,35.1304788472466356,35.1642414935149787,0.0337626462683431
35.0000000000000000,33.7116618233435474,33.7484437277788842,0.0367819044353368
40.0000000000000000,32.4906966427955837,32.5298552978050566,0.0391586550094729
45.0000000000000000,31.4400570387405764,31.4810065161472892,0.0409494774067127
50.0000000000000000,30.5360415881132354,30.5782540037107466,0.0422124155975112
55.0000000000000000,29.7582425964980963,29.8012477155188549,0.0430051190207585
60.0000000000000000,29.0890887065643895,29.1324722055396634,0.0433834989752739
65.0000000000000000,28.5134509985842044,28.5568517896628400,0.0434007910786356
70.0000000000000000,28.0183037713320964,28.0614107063245477,0.0431069349924513
75.0000000000000000,27.5924324144511104,27.6349806140466079,0.0425481995954975
80.0000000000000000,27.2261818364830113,27.2679488322353123,0.0417669957523010
85.0000000000000000,26.9112398197427112,26.9520416500288285,0.0408018302861173
90.0000000000000000,26.6404504543447480,26.6801378184937441,0.0396873641489961
95.0000000000000000,26.4076534764264039,26.4461080218709625,0.0384545454445586
100.0000000000000000,26.2075459149975813,26.2446767091966002,0.0371307941990189
Tempo=0.032913

0.000000,100.000000,20.000000,5.000000,0.000000,50.000000,RK3
x_i,y_i_aproximado,y_i_analitico,erro
5.0000000000000000,46.5112109375000031,46.5176994106264488,0.0064884731264456
10.0000000000000000,43.5089020434570344,43.5204555170429472,0.0115534735859129
15.0000000000000000,40.9252669312388662,40.9407037905443332,0.0154368593054670
20.0000000000000000,38.7019480128132685,38.7202909023506621,0.0183428895373936
25.0000000000000000,36.7887199738908919,36.8091638185253700,0.0204438446344781
30.0000000000000000,35.1423566716199360,35.1642414935149787,0.0218848218950427
35.0000000000000000,33.7256559007147274,33.7484437277788842,0.0227878270641568
40.0000000000000000,32.5066000339880077,32.5298552978050566,0.0232552638170489
45.0000000000000000,31.4576336073740350,31.4810065161472892,0.0233729087732542
50.0000000000000000,30.5550415567711475,30.5782540037107466,0.0232124469395991
55.0000000000000000,29.7784140838685474,29.8012477155188549,0.0228336316503075
60.0000000000000000,29.1101860817365576,29.1324722055396634,0.0222861238031058
65.0000000000000000,28.5352407324070612,28.5568517896628400,0.0216110572557788
70.0000000000000000,28.0405683358673485,28.0614107063245477,0.0208423704571992
75.0000000000000000,27.6149726754710443,27.6349806140466079,0.0200079385755636
80.0000000000000000,27.2488182968216321,27.2679488322353123,0.0191305354136801
85.0000000000000000,26.9338129998826545,26.9520416500288285,0.0182286501461739
90.0000000000000000,26.6628206382207154,26.6801378184937441,0.0173171802730288
95.0000000000000000,26.4297000028014892,26.4461080218709625,0.0164080190694733
100.0000000000000000,26.2291661560483860,26.2446767091966002,0.0155105531482143
Tempo=0.032141

0.000000,100.000000,20.000000,5.000000,0.000000,50.000000,RK4
x_i,y_i_aproximado,y_i_analitico,erro
5.0000000000000000,46.5111713867187504,46.5176994106264488,0.0065280239076984
10.0000000000000000,43.5087973764240274,43.5204555170429472,0.0116581406189198
15.0000000000000000,40.9250822164432506,40.9407037905443332,0.0156215741010826
20.0000000000000000,38.7016762803523164,38.7202909023506621,0.0186146219983456
25.0000000000000000,36.7883600967277644,36.8091638185253700,0.0208037217976056
30.0000000000000000,35.1419116969125582,35.1642414935149787,0.0223297966024205
35.0000000000000000,33.7251317458677207,33.7484437277788842,0.0233119819111636
40.0000000000000000,32.5060044772046197,32.5298552978050566,0.0238508206004369
45.0000000000000000,31.4569755150461710,31.4810065161472892,0.0240310011011182
50.0000000000000000,30.5543303004644891,30.5782540037107466,0.0239237032462576
